,Player,FantPos,Age,G,Y/A,Y/R,PPR,VBD,PosRank,OvRank,Year,Cmp/G,PassAtt/G,PassYds/G,PassTD/G,Int/G,RushAtt/G,RushYds/G,RushTD/G,Tgt/G,Rec/G,RecYds/G,RecTD/G,TotTD/G,PPG,ID,Next Year PPG
255,HunterBryant,TE,22,5,0,44.00,5.4,0,90,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.2,8.8,0.0,0.0,1.08,HunterBryant2020,NaN
256,HunterHenry,TE,26,14,0,10.22,145.3,0,15,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.643,4.286,43.786,0.286,0.286,10.379,HunterHenry2020,NaN
257,HunterRenfrow,WR,25,16,0,11.71,131.6,0,65,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.812,3.5,41.0,0.125,0.125,8.225,HunterRenfrow2020,NaN
258,IanThomas,TE,24,16,0,7.25,40.5,0,61,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.938,1.25,9.062,0.062,0.062,2.531,IanThomas2020,NaN
259,IrvSmithJr,TE,22,13,0,12.17,98.5,0,21,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.308,2.308,28.077,0.385,0.385,7.577,IrvSmithJr2020,NaN
260,IsaacNauta,TE,23,7,0,3.00,1.3,0,112,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.286,0.143,0.429,0.0,0.0,0.186,IsaacNauta2020,NaN
261,IsaiahFord,WR,24,10,0,9.86,55.6,0,127,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,2.8,27.6,0.0,0.0,5.56,IsaiahFord2020,NaN
262,IsaiahMcKenzie,WR,25,16,0.90,9.40,99.6,0,68,0,2020,0.062,0.062,0.75,0.062,0.0,0.625,0.562,0.0,2.125,1.875,17.625,0.312,0.375,6.225,IsaiahMcKenzie2020,NaN
263,IsaiahWright,WR,23,14,5.33,7.30,46.3,0,137,0,2020,0.0,0.071,0.0,0.0,0.0,0.214,1.143,0.0,2.5,1.929,14.071,0.0,0.0,3.307,IsaiahWright2020,NaN
264,IsaiahZuber,WR,23,4,10.50,14.50,7.0,0,186,0,2020,0.0,0.0,0.0,0.0,0.0,0.5,5.25,0.0,0.5,0.5,7.25,0.0,0.0,1.75,IsaiahZuber2020,NaN
265,ItoSmith,RB,25,14,4.25,4.41,57.3,0,74,0,2020,0.0,0.0,0.0,0.0,0.0,4.5,19.143,0.071,1.857,1.214,5.357,0.0,0.071,4.093,ItoSmith2020,NaN
266,JDMcKissic,RB,27,16,4.29,7.36,191.4,0,34,0,2020,0.0,0.0,0.0,0.0,0.0,5.312,22.812,0.062,6.875,5.0,36.812,0.125,0.188,11.962,JDMcKissic2020,NaN
267,JJArcegaWhiteside,WR,24,8,0,21.25,20.5,0,151,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,10.625,0.0,0.125,2.562,JJArcegaWhiteside2020,NaN
268,JJTaylor,RB,22,6,4.78,4.00,12.4,0,119,0,2020,0.0,0.0,0.0,0.0,0.0,3.833,18.333,0.0,0.333,0.167,0.667,0.0,0.0,2.067,JJTaylor2020,NaN
269,JKDobbins,RB,22,15,6.01,6.67,168.5,20,17,49,2020,0.0,0.0,0.0,0.0,0.0,8.933,53.667,0.6,1.6,1.2,8.0,0.0,0.6,11.233,JKDobbins2020,NaN
270,JPHoltz,0,27,16,0,0,0,0,119,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062,0.0,0.0,0.0,0.0,0.0,JPHoltz2020,NaN
271,JaMarcusBradley,WR,24,3,0,12.00,11.0,0,181,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.667,1.667,20.0,0.0,0.0,3.667,JaMarcusBradley2020,NaN
272,JaceSternberger,TE,24,12,0,9.50,29.4,0,65,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.0,9.5,0.083,0.083,2.45,JaceSternberger2020,NaN
273,JackDoyle,TE,30,14,0,10.91,64.1,0,36,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.357,1.643,17.929,0.214,0.214,4.579,JackDoyle2020,NaN
274,JacobHollister,TE,27,16,0,8.36,65.9,0,37,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,1.562,13.062,0.188,0.188,4.119,JacobHollister2020,NaN
275,JacobyBrissett,QB,28,11,1.12,0,20.6,0,48,0,2020,0.182,0.727,1.545,0.0,0.0,1.545,1.727,0.273,0.0,0.0,0.0,0.0,0.273,1.873,JacobyBrissett2020,NaN
276,JaedenGraham,TE,25,16,0,8.33,5.5,0,98,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.312,0.188,1.562,0.0,0.0,0.344,JaedenGraham2020,NaN
277,JakeButt,TE,25,5,0,2.50,2.5,0,111,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.4,1.0,0.0,0.0,0.5,JakeButt2020,NaN
278,JakeKumerow,WR,28,6,0,22.00,9.2,0,175,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.167,0.167,3.667,0.167,0.167,1.533,JakeKumerow2020,NaN
279,JakeLuton,QB,24,3,13.00,0,28.3,0,45,0,2020,20.0,36.667,208.0,0.667,2.0,0.333,4.333,0.333,0.0,0.0,0.0,0.0,0.333,9.433,JakeLuton2020,NaN
280,JakeemGrant,WR,28,14,6.67,10.36,87.3,0,95,0,2020,0.0,0.0,0.0,0.0,0.0,0.214,1.429,0.0,3.857,2.571,26.643,0.071,0.143,6.236,JakeemGrant2020,NaN
281,JakobJohnson,RB,26,16,0,4.38,17.5,0,120,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.562,0.5,2.188,0.062,0.062,1.094,JakobJohnson2020,NaN
282,JakobiMeyers,WR,24,14,4.50,12.36,142.5,0,61,0,2020,0.143,0.143,3.071,0.143,0.0,0.143,0.643,0.0,5.786,4.214,52.071,0.0,0.0,10.179,JakobiMeyers2020,NaN
283,JaleelScott,WR,25,1,0,16.00,2.6,0,207,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,16.0,0.0,0.0,2.6,JaleelScott2020,NaN
284,JalenGuyton,WR,23,16,0.00,18.25,97.1,0,72,0,2020,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,3.438,1.75,31.938,0.188,0.188,6.069,JalenGuyton2020,NaN
285,JalenHurts,QB,22,15,5.62,3.00,109.1,0,34,0,2020,5.133,9.867,70.733,0.4,0.267,4.2,23.6,0.2,0.067,0.067,0.2,0.0,0.2,7.273,JalenHurts2020,NaN
286,JalenReagor,WR,21,11,6.50,12.77,87.2,0,91,0,2020,0.0,0.0,0.0,0.0,0.0,0.364,2.364,0.0,4.909,2.818,36.0,0.091,0.182,7.927,JalenReagor2020,NaN
287,JalenRichard,RB,27,13,5.59,7.26,51.1,0,81,0,2020,0.0,0.0,0.0,0.0,0.0,1.692,9.462,0.077,1.769,1.462,10.615,0.0,0.077,3.931,JalenRichard2020,NaN
288,JamaalWilliams,RB,25,14,4.24,7.61,127.1,0,38,0,2020,0.0,0.0,0.0,0.0,0.0,8.5,36.071,0.143,2.5,2.214,16.857,0.071,0.214,9.079,JamaalWilliams2020,NaN
289,JamalAgnew,WR,25,14,5.50,6.85,29.2,0,152,0,2020,0.0,0.071,0.0,0.0,0.0,0.429,2.357,0.0,1.429,0.929,6.357,0.0,0.071,2.086,JamalAgnew2020,NaN
290,JameisWinston,QB,26,4,-0.75,0,2.4,0,68,0,2020,1.75,2.75,18.75,0.0,0.0,2.0,-1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.6,JameisWinston2020,NaN
291,JamesConner,RB,25,13,4.27,6.14,164.6,0,25,0,2020,0.0,0.0,0.0,0.0,0.0,13.0,55.462,0.462,3.308,2.692,16.538,0.0,0.462,12.662,JamesConner2020,NaN
292,JamesOShaughnessy,TE,28,15,0,9.36,54.2,0,54,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.533,1.867,17.467,0.0,0.0,3.613,JamesOShaughnessy2020,NaN
293,JamesProche,WR,24,14,0,14.00,2.4,0,208,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.214,0.071,1.0,0.0,0.0,0.171,JamesProche2020,NaN
294,JamesRobinson,RB,22,14,4.46,7.02,250.4,71,7,18,2020,0.0,0.0,0.0,0.0,0.0,17.143,76.429,0.5,4.286,3.5,24.571,0.214,0.714,17.886,JamesRobinson2020,NaN
295,JamesWashington,WR,24,16,0,13.07,99.2,0,70,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,1.875,24.5,0.312,0.312,6.2,JamesWashington2020,NaN
296,JamesWhite,RB,28,14,3.46,7.65,116.6,0,57,0,2020,0.0,0.0,0.0,0.0,0.0,2.5,8.643,0.143,4.429,3.5,26.786,0.071,0.214,8.329,JamesWhite2020,NaN
297,JamisonCrowder,WR,27,12,14.00,11.85,172.0,0,39,0,2020,0.083,0.083,3.583,0.083,0.0,0.083,1.167,0.0,7.417,4.917,58.25,0.5,0.5,14.333,JamisonCrowder2020,NaN
298,JamycalHasty,RB,24,8,3.79,4.71,31.1,0,90,0,2020,0.0,0.0,0.0,0.0,0.0,4.875,18.5,0.125,1.0,0.875,4.125,0.0,0.125,3.888,JamycalHasty2020,NaN
299,JaredCook,TE,33,15,0,13.62,127.4,0,12,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.467,33.6,0.467,0.467,8.493,JaredCook2020,NaN
300,JaredGoff,QB,26,15,1.94,0,240.0,0,19,0,2020,24.667,36.8,263.467,1.333,0.867,3.4,6.6,0.267,0.0,0.0,0.0,0.0,0.267,16.0,JaredGoff2020,NaN
301,JarrettStidham,QB,24,5,1.00,0,12.9,0,54,0,2020,4.4,8.8,51.2,0.4,0.6,1.4,1.4,0.0,0.0,0.0,0.0,0.0,0.0,2.58,JarrettStidham2020,NaN
302,JarvisLandry,WR,28,15,2.50,11.67,188.0,0,36,0,2020,0.267,0.267,4.933,0.067,0.0,0.267,0.667,0.067,6.733,4.8,56.0,0.2,0.267,12.533,JarvisLandry2020,NaN
303,JasonCroom,TE,26,4,0,3.00,7.3,0,83,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.75,0.25,0.25,1.825,JasonCroom2020,NaN
304,JasonHuntley,RB,22,5,3.80,0.00,2.9,0,145,0,2020,0.0,0.0,0.0,0.0,0.0,1.0,3.8,0.0,0.4,0.2,0.0,0.0,0.0,0.58,JasonHuntley2020,NaN
305,JasonMoore,0,25,2,0,0,0,0,237,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JasonMoore2020,NaN
306,JasonWitten,TE,38,16,0,5.31,31.9,0,62,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.062,0.812,4.312,0.125,0.125,1.994,JasonWitten2020,NaN
307,JavonWims,WR,26,13,2.00,8.00,17.0,0,163,0,2020,0.0,0.0,0.0,0.0,0.0,0.077,0.154,0.0,0.923,0.462,3.692,0.077,0.077,1.308,JavonWims2020,NaN
308,JaydonMickens,WR,26,10,0,8.29,12.8,0,183,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7,5.8,0.0,0.0,1.28,JaydonMickens2020,NaN
309,JaylenSamuels,RB,24,14,3.11,5.11,16.4,0,127,0,2020,0.0,0.0,0.0,0.0,0.0,0.643,2.0,0.0,1.0,0.643,3.286,0.0,0.0,1.171,JaylenSamuels2020,NaN
310,JeffBadet,0,26,3,0,0,0,0,229,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0,JeffBadet2020,NaN
311,JeffDriskel,QB,27,3,4.67,0,30.1,0,44,0,2020,11.667,21.333,144.0,1.0,0.667,2.0,9.333,0.0,0.0,0.0,0.0,0.0,0.0,10.033,JeffDriskel2020,NaN
312,JeffSmith,WR,23,12,0,9.82,33.7,0,149,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.083,1.417,13.917,0.0,0.0,2.808,JeffSmith2020,NaN
313,JeffWilson,RB,25,12,4.76,10.23,142.3,0,26,0,2020,0.0,0.0,0.0,0.0,0.0,10.5,50.0,0.583,2.333,1.083,11.083,0.25,0.833,11.858,JeffWilson2020,NaN
314,JeremyMcNichols,RB,25,16,4.34,4.58,43.9,0,82,0,2020,0.0,0.0,0.0,0.0,0.0,2.938,12.75,0.062,1.062,0.75,3.438,0.0,0.062,2.744,JeremyMcNichols2020,NaN
315,JeremySprinkle,TE,26,16,0,6.00,1.6,0,107,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.188,0.062,0.375,0.0,0.0,0.1,JeremySprinkle2020,NaN
316,JerickMcKinnon,RB,28,16,3.94,7.67,126.2,0,40,0,2020,0.0,0.0,0.0,0.0,0.0,5.062,19.938,0.312,2.875,2.062,15.812,0.062,0.375,7.888,JerickMcKinnon2020,NaN
317,JerryJeudy,WR,21,16,0,16.46,157.6,0,44,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.062,3.25,53.5,0.188,0.188,9.85,JerryJeudy2020,NaN
318,JesseJames,TE,26,16,0,9.21,38.9,0,57,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.375,0.875,8.062,0.125,0.125,2.431,JesseJames2020,NaN
319,JimmyGaroppolo,QB,29,6,2.50,0,64.3,0,38,0,2020,15.667,23.333,182.667,1.167,0.833,1.667,4.167,0.0,0.0,0.0,0.0,0.0,0.0,10.717,JimmyGaroppolo2020,NaN
320,JimmyGraham,TE,34,16,0,9.12,143.6,3,10,71,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.75,3.125,28.5,0.5,0.5,8.975,JimmyGraham2020,NaN
321,JoeBurrow,QB,24,10,3.84,0,173.7,0,25,0,2020,26.4,40.4,268.8,1.3,0.5,3.7,14.2,0.3,0.0,0.0,0.0,0.0,0.3,17.37,JoeBurrow2020,NaN
322,JoeFlacco,QB,35,5,3.67,0,54.8,0,40,0,2020,14.8,26.8,172.8,1.2,0.6,1.2,4.4,0.0,0.0,0.0,0.0,0.0,0.0,10.96,JoeFlacco2020,NaN
323,JoeMixon,RB,24,6,3.60,6.57,99.6,0,49,0,2020,0.0,0.0,0.0,0.0,0.0,19.833,71.333,0.5,4.333,3.5,23.0,0.167,0.667,16.6,JoeMixon2020,NaN
324,JoeReed,WR,22,11,5.80,0,8.9,0,171,0,2020,0.0,0.0,0.0,0.0,0.0,0.455,2.636,0.091,0.091,0.0,0.0,0.0,0.091,0.809,JoeReed2020,NaN
325,JoeWebb,0,34,2,0,0,0,0,238,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JoeWebb2020,NaN
326,JohnBrown,WR,30,9,0,13.88,96.8,0,78,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.778,3.667,50.889,0.333,0.333,10.756,JohnBrown2020,NaN
327,JohnHightower,WR,24,13,1.00,16.70,28.8,0,138,0,2020,0.0,0.0,0.0,0.0,0.0,0.077,0.077,0.0,2.231,0.769,12.846,0.0,0.0,2.215,JohnHightower2020,NaN
328,JohnLovett,TE,24,8,2.00,0,0.6,0,109,0,2020,0.0,0.0,0.0,0.0,0.0,0.375,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.075,JohnLovett2020,NaN
329,JohnRoss,WR,25,3,0,8.50,3.7,0,206,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.333,0.667,5.667,0.0,0.0,1.233,JohnRoss2020,NaN
330,JohnWolford,QB,25,1,9.33,0,12.8,0,55,0,2020,22.0,38.0,231.0,0.0,1.0,6.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,12.8,JohnWolford2020,NaN
331,JohnnyHolton,0,30,1,0,0,0,0,231,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JohnnyHolton2020,NaN
332,JohnnyMundt,TE,26,16,0,13.25,9.3,0,85,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,3.312,0.0,0.0,0.581,JohnnyMundt2020,NaN
333,JohnnyStanton,0,26,1,0,0,0,0,1,76,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JohnnyStanton2020,NaN
334,JojoNatson,WR,26,3,3.00,0,0.3,0,216,0,2020,0.0,0.0,0.0,0.0,0.0,0.333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,JojoNatson2020,NaN
335,JonathanTaylor,RB,21,15,5.04,8.31,252.8,87,4,12,2020,0.0,0.0,0.0,0.0,0.0,15.467,77.933,0.733,2.6,2.4,19.933,0.067,0.8,16.853,JonathanTaylor2020,NaN
336,JonathanWard,RB,23,14,0,11.00,8.1,0,129,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.071,0.071,0.786,0.071,0.071,0.579,JonathanWard2020,NaN
337,JonathanWilliams,RB,26,5,5.00,5.25,4.6,0,158,0,2020,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0.0,0.8,0.8,4.2,0.0,0.0,0.92,JonathanWilliams2020,NaN
338,JonnuSmith,TE,25,15,2.00,10.93,140.2,9,9,67,2020,0.0,0.0,0.0,0.0,0.0,0.133,0.267,0.067,4.333,2.733,29.867,0.533,0.6,9.347,JonnuSmith2020,NaN
339,JordanAkins,TE,28,13,4.00,10.89,83.7,0,30,0,2020,0.0,0.0,0.0,0.0,0.0,0.077,0.308,0.0,3.769,2.846,31.0,0.077,0.077,6.438,JordanAkins2020,NaN
340,JordanHoward,RB,26,7,1.71,-3.00,30.7,0,84,0,2020,0.0,0.0,0.0,0.0,0.0,5.0,8.571,0.571,0.143,0.143,-0.429,0.0,0.571,4.386,JordanHoward2020,NaN
341,JordanMatthews,0,28,2,0,0,0,0,227,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JordanMatthews2020,NaN
342,JordanReed,TE,30,10,0,8.88,73.1,0,28,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,2.6,23.1,0.4,0.4,7.31,JordanReed2020,NaN
343,JordanThomas,TE,24,6,0,3.00,7.3,0,82,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.167,0.5,0.167,0.167,1.217,JordanThomas2020,NaN
344,JordanWilkins,RB,26,15,3.67,8.75,61.3,0,69,0,2020,0.0,0.0,0.0,0.0,0.0,5.6,20.533,0.067,1.067,0.8,7.0,0.0,0.067,4.087,JordanWilkins2020,NaN
345,JoshAdams,RB,24,8,5.41,4.83,36.6,0,83,0,2020,0.0,0.0,0.0,0.0,0.0,3.625,19.625,0.25,1.0,0.75,3.625,0.0,0.25,4.575,JoshAdams2020,NaN
346,JoshAllen,QB,24,16,4.13,12.00,396.1,113,1,7,2020,24.75,35.75,284.0,2.312,0.625,6.375,26.312,0.5,0.062,0.062,0.75,0.062,0.562,24.756,JoshAllen2020,NaN
347,JoshHill,TE,30,14,0,5.75,18.6,0,74,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.714,0.571,3.286,0.071,0.071,1.329,JoshHill2020,NaN
348,JoshJacobs,RB,22,15,3.90,7.21,231.3,68,8,19,2020,0.0,0.0,0.0,0.0,0.0,18.2,71.0,0.8,3.0,2.2,15.867,0.0,0.8,15.42,JoshJacobs2020,NaN
349,JoshMalone,WR,24,4,12.00,4.00,6.8,0,197,0,2020,0.0,0.0,0.0,0.0,0.0,0.25,3.0,0.0,1.5,1.0,4.0,0.0,0.0,1.7,JoshMalone2020,NaN
350,JoshReynolds,WR,25,16,5.00,11.88,124.3,0,66,0,2020,0.0,0.0,0.0,0.0,0.0,0.062,0.312,0.0,5.062,3.25,38.625,0.125,0.125,7.769,JoshReynolds2020,NaN
351,JoshuaDobbs,QB,25,1,10.00,0,2.1,0,69,0,2020,4.0,5.0,2.0,0.0,0.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,JoshuaDobbs2020,NaN
352,JoshuaKelley,RB,23,14,3.19,6.43,81.2,0,63,0,2020,0.0,0.0,0.0,0.0,0.0,7.929,25.286,0.143,1.643,1.643,10.571,0.0,0.143,5.8,JoshuaKelley2020,NaN
353,JosiahDeguara,TE,23,2,0,12.00,2.2,0,104,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,6.0,0.0,0.0,1.1,JosiahDeguara2020,NaN
354,JuJuSmithSchuster,WR,24,16,0,8.57,234.1,11,23,63,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.062,51.938,0.562,0.562,14.631,JuJuSmithSchuster2020,NaN
355,JulianEdelman,WR,34,6,11.00,15.00,56.2,0,111,0,2020,0.333,0.333,6.333,0.0,0.0,0.333,3.667,0.0,6.5,3.5,52.5,0.0,0.0,9.367,JulianEdelman2020,NaN
356,JulioJones,WR,31,9,0,15.12,146.1,0,54,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.556,5.667,85.667,0.333,0.333,16.233,JulioJones2020,NaN
357,JusticeHill,RB,23,12,5.00,4.00,13.0,0,125,0,2020,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.417,0.417,1.667,0.0,0.0,1.083,JusticeHill2020,NaN
358,JustinHardee,0,26,10,0,0,0,0,232,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JustinHardee2020,NaN
359,JustinHerbert,QB,22,15,4.25,0,332.8,50,9,29,2020,26.4,39.667,289.067,2.067,0.667,3.667,15.6,0.333,0.0,0.0,0.0,0.0,0.333,22.187,JustinHerbert2020,NaN
360,JustinJackson,RB,24,9,4.58,9.11,65.3,0,72,0,2020,0.0,0.0,0.0,0.0,0.0,6.556,30.0,0.0,2.667,2.111,19.222,0.0,0.0,7.256,JustinJackson2020,NaN
361,JustinJefferson,WR,21,16,2.00,15.91,274.2,60,6,24,2020,0.0,0.0,0.0,0.0,0.0,0.062,0.125,0.0,7.812,5.5,87.5,0.438,0.438,17.138,JustinJefferson2020,NaN
362,JustinWatson,WR,24,11,0,13.43,16.4,0,169,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.636,8.545,0.0,0.0,1.491,JustinWatson2020,NaN
363,JuwanJohnson,WR,24,7,0,9.75,7.9,0,190,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.429,0.571,5.571,0.0,0.0,1.129,JuwanJohnson2020,NaN
364,JuwannWinfree,0,24,2,0,0,0,0,244,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JuwannWinfree2020,NaN
365,KJHamler,WR,21,13,4.44,12.70,90.1,0,84,0,2020,0.0,0.0,0.0,0.0,0.0,0.692,3.077,0.0,4.308,2.308,29.308,0.231,0.231,6.931,KJHamler2020,NaN
366,KJHill,WR,23,15,0,10.43,12.3,0,184,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.733,0.467,4.867,0.0,0.0,0.82,KJHill2020,NaN
367,KadenSmith,TE,23,15,0,6.22,29.2,0,72,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.2,7.467,0.0,0.0,1.947,KadenSmith2020,NaN
368,KahaleWarring,TE,23,7,0,11.67,6.5,0,95,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.429,5.0,0.0,0.0,0.929,KahaleWarring2020,NaN
369,KalenBallage,RB,25,11,3.33,5.72,93.9,0,59,0,2020,0.0,0.0,0.0,0.0,0.0,8.273,27.545,0.273,3.364,2.636,15.091,0.0,0.273,8.536,KalenBallage2020,NaN
370,KalifRaymond,WR,26,15,-3.00,20.78,27.4,0,140,0,2020,0.0,0.0,0.0,0.0,0.0,0.067,-0.2,0.0,1.0,0.6,12.467,0.0,0.0,1.827,KalifRaymond2020,NaN
371,KareemHunt,RB,25,16,4.25,8.00,218.5,50,10,31,2020,0.0,0.0,0.0,0.0,0.0,12.375,52.562,0.375,3.188,2.375,19.0,0.312,0.688,13.656,KareemHunt2020,NaN
372,KeShawnVaughn,RB,23,10,4.19,6.80,23.3,0,97,0,2020,0.0,0.0,0.0,0.0,0.0,2.6,10.9,0.0,1.0,0.5,3.4,0.1,0.1,2.33,KeShawnVaughn2020,NaN
373,KeeSeanJohnson,WR,24,8,0,11.53,32.3,0,146,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.875,1.875,21.625,0.0,0.0,4.037,KeeSeanJohnson2020,NaN
374,KeelanCole,WR,27,16,2.00,11.67,155.4,0,50,0,2020,0.0,0.0,0.0,0.0,0.0,0.062,0.125,0.0,5.5,3.438,40.125,0.312,0.375,9.712,KeelanCole2020,NaN
375,KeelanDoss,0,24,1,0,0,0,0,223,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KeelanDoss2020,NaN
376,KeenanAllen,WR,28,14,-1.00,9.92,245.1,19,19,51,2020,0.0,0.071,0.0,0.0,0.0,0.071,-0.071,0.0,10.5,7.143,70.857,0.571,0.571,17.507,KeenanAllen2020,NaN
377,KeithKirkwood,WR,26,1,0,13.00,2.3,0,209,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,13.0,0.0,0.0,2.3,KeithKirkwood2020,NaN
378,KeithSmith,RB,28,16,1.75,5.36,17.6,0,131,0,2020,0.0,0.0,0.0,0.0,0.0,0.25,0.438,0.0,0.938,0.688,3.688,0.0,0.0,1.1,KeithSmith2020,NaN
379,KekeCoutee,WR,23,8,0,12.12,87.0,0,93,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.125,50.0,0.375,0.375,10.875,KekeCoutee2020,NaN
380,KendallHinton,WR,23,1,3.50,0,-2.8,0,249,0,2020,1.0,9.0,13.0,0.0,2.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8,KendallHinton2020,NaN
381,KendrickBourne,WR,25,15,0,13.61,129.7,0,62,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.933,3.267,44.467,0.133,0.133,8.647,KendrickBourne2020,NaN
382,KenjonBarner,0,31,6,0,0,0,0,164,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.167,0.0,0.0,0.0,0.0,0.0,KenjonBarner2020,NaN
383,KennyGolladay,WR,27,5,0,16.90,65.8,0,102,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,4.0,67.6,0.4,0.4,13.16,KennyGolladay2020,NaN
384,KennyStills,WR,28,10,0,13.09,31.4,0,136,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,1.1,14.4,0.1,0.1,3.14,KennyStills2020,NaN
